TrajectoryID,Stage,Patient,AUTOPHAGY,CELL CYCLE,CELL-CELL COMMUNICATION,CELLULAR RESPONSES TO STIMULI,CHROMATIN ORGANIZATION,CIRCADIAN CLOCK,DEVELOPMENTAL BIOLOGY,DNA REPAIR,DNA REPLICATION,DRUG ADME,EXTRACELLULAR MATRIX ORGANIZATION,HEMOSTASIS,METABOLISM OF RNA,MUSCLE CONTRACTION,NEURONAL SYSTEM,ORGANELLE BIOGENESIS AND MAINTENANCE,PROGRAMMED CELL DEATH,PROTEIN LOCALIZATION,REPRODUCTION,SENSORY PERCEPTION,TRANSPORT OF SMALL MOLECULES,VESICLE-MEDIATED TRANSPORT
44,3,TCGA-AC-A3TM-01,[-0.54292387  1.          0.        ],[2.010776   0.00304878 1.        ],[-0.930547  1.        0.      ],[0.6368977  0.97344655 0.        ],[-0.860323  1.        0.      ],[-1.2054065  0.8461912  0.       ],[-0.9330417  1.         0.       ],[1.2364036  0.28604645 0.        ],[1.9079301e+00 1.5243902e-03 1.0000000e+00],[-1.137402   0.7857545  0.       ],[-0.9338038  1.         0.       ],[-0.8153182  1.         0.       ],[0.94941324 0.84687483 0.        ],[-1.2444574  0.9084275  0.       ],[-1.3930545   0.52832985  0.        ],[-0.34881723  0.9996683   0.        ],[0.7041281 1.        0.       ],[-0.42578608  1.          0.        ],[-0.78786194  1.          0.        ],[-1.3961773  1.         0.       ],[-1.147498   0.8994031  0.       ],[-0.615739  1.        0.      ]
45,2,TCGA-LL-A50Y-01,[-1.0367522  1.         0.       ],[nan  1. nan],[-1.2992555   0.28693265  0.        ],[-0.23169439  0.9411765   0.        ],[-0.44094542  0.9905397   0.        ],[-0.90723234  1.          0.        ],[-0.93452364  1.          0.        ],[-0.5762995  1.         0.       ],[2.145067 0.       1.      ],[-0.68798345  1.          0.        ],[-0.7336152  1.         0.       ],[-0.61718804  1.          0.        ],[0.9819155 0.8130731 0.       ],[-1.2431726   0.30305752  0.        ],[-1.3045717   0.40801412  0.        ],[0.53243953 0.99232244 0.        ],[0.6911451 1.        0.       ],[-0.92347056  1.          0.        ],[1.1824292 0.5174344 0.       ],[-1.101257    0.81225556  0.        ],[-1.269491    0.29333407  0.        ],[-0.7056494  1.         0.       ]
45,3,TCGA-AC-A3TM-01,[-0.54292387  1.          0.        ],[2.010776   0.00304878 1.        ],[-0.930547  1.        0.      ],[0.6368977  0.97344655 0.        ],[-0.860323  1.        0.      ],[-1.2054065  0.8461912  0.       ],[-0.9330417  1.         0.       ],[1.2364036  0.28604645 0.        ],[1.9079301e+00 1.5243902e-03 1.0000000e+00],[-1.137402   0.7857545  0.       ],[-0.9338038  1.         0.       ],[-0.8153182  1.         0.       ],[0.94941324 0.84687483 0.        ],[-1.2444574  0.9084275  0.       ],[-1.3930545   0.52832985  0.        ],[-0.34881723  0.9996683   0.        ],[0.7041281 1.        0.       ],[-0.42578608  1.          0.        ],[-0.78786194  1.          0.        ],[-1.3961773  1.         0.       ],[-1.147498   0.8994031  0.       ],[-0.615739  1.        0.      ]
46,2,TCGA-LL-A5YL-01,[-0.4953495  1.         0.       ],[1.9980273  0.00213447 1.        ],[-1.1927872  1.         0.       ],[0.68804187 0.9440387  0.        ],[-0.69568586  1.          0.        ],[-1.1608443   0.68736976  0.        ],[-0.90539604  1.          0.        ],[1.1525253 0.457976  0.       ],[1.8639643e+00 1.0672358e-03 1.0000000e+00],[-1.3428576   0.61953557  0.        ],[-0.43988964  1.          0.        ],[-0.5466592  1.         0.       ],[-0.59106916  1.          0.        ],[-1.0470665   0.99726546  0.        ],[-1.1789256   0.92912513  0.        ],[0.7279931 1.        0.       ],[0.812087 1.       0.      ],[-0.36712652  0.9994406   0.        ],[-0.8597547  1.         0.       ],[-1.4933    0.326703  0.      ],[-1.1723627  0.7726716  0.       ],[-0.65604895  1.          0.        ]
46,3,TCGA-AC-A3TM-01,[-0.54292387  1.          0.        ],[2.010776   0.00304878 1.        ],[-0.930547  1.        0.      ],[0.6368977  0.97344655 0.        ],[-0.860323  1.        0.      ],[-1.2054065  0.8461912  0.       ],[-0.9330417  1.         0.       ],[1.2364036  0.28604645 0.        ],[1.9079301e+00 1.5243902e-03 1.0000000e+00],[-1.137402   0.7857545  0.       ],[-0.9338038  1.         0.       ],[-0.8153182  1.         0.       ],[0.94941324 0.84687483 0.        ],[-1.2444574  0.9084275  0.       ],[-1.3930545   0.52832985  0.        ],[-0.34881723  0.9996683   0.        ],[0.7041281 1.        0.       ],[-0.42578608  1.          0.        ],[-0.78786194  1.          0.        ],[-1.3961773  1.         0.       ],[-1.147498   0.8994031  0.       ],[-0.615739  1.        0.      ]
47,1,TCGA-AC-A3QQ-01,[-0.6615406  1.         0.       ],[2.1672468 0.        1.       ],[-1.0849779  0.933215   0.       ],[0.846794 1.       0.      ],[-0.7508263  1.         0.       ],[-1.1059178  1.         0.       ],[-0.7342072  1.         0.       ],[1.4600773  0.08367506 0.        ],[2.2009213 0.        1.       ],[-1.1483465  1.         0.       ],[-0.5393544  1.         0.       ],[-0.81500804  1.          0.        ],[0.93416196 1.         0.        ],[-0.73030925  1.          0.        ],[-1.5011716  0.3132096  0.       ],[-0.38369703  0.9988689   0.        ],[0.80825895 0.9406285  0.        ],[0.63741934 0.972561   0.        ],[-0.7585118  1.         0.       ],[-1.3258058   0.69613373  0.        ],[-1.1191452  1.         0.       ],[-0.49013403  1.          0.        ]
47,2,TCGA-LD-A66U-01,[-0.52317965  1.          0.        ],[1.3803278  0.13840587 0.        ],[-1.1433353  1.         0.       ],[-0.45368913  1.          0.        ],[-0.9703689   0.87345755  0.        ],[-1.4507877   0.48652828  0.        ],[-1.0159901  0.9722427  0.       ],[0.9979358  0.55693173 0.        ],[1.5298685  0.07468628 0.        ],[-0.745197  1.        0.      ],[-0.54476756  1.          0.        ],[-0.7266937  1.         0.       ],[1.1287618 0.3502276 0.       ],[-1.0671356  1.         0.       ],[-1.1166543  1.         0.       ],[-0.49278432  1.          0.        ],[0.8252198 0.8269369 0.       ],[-0.39779502  0.9996746   0.        ],[-1.5394053  0.5401391  0.       ],[1.149555   0.41437572 0.        ],[-1.0462029  1.         0.       ],[-0.98066515  0.9504385   0.        ]
47,3,TCGA-AC-A3TM-01,[-0.54292387  1.          0.        ],[2.010776   0.00304878 1.        ],[-0.930547  1.        0.      ],[0.6368977  0.97344655 0.        ],[-0.860323  1.        0.      ],[-1.2054065  0.8461912  0.       ],[-0.9330417  1.         0.       ],[1.2364036  0.28604645 0.        ],[1.9079301e+00 1.5243902e-03 1.0000000e+00],[-1.137402   0.7857545  0.       ],[-0.9338038  1.         0.       ],[-0.8153182  1.         0.       ],[0.94941324 0.84687483 0.        ],[-1.2444574  0.9084275  0.       ],[-1.3930545   0.52832985  0.        ],[-0.34881723  0.9996683   0.        ],[0.7041281 1.        0.       ],[-0.42578608  1.          0.        ],[-0.78786194  1.          0.        ],[-1.3961773  1.         0.       ],[-1.147498   0.8994031  0.       ],[-0.615739  1.        0.      ]
48,1,TCGA-E2-A576-01,[0.5987957  0.98853916 0.        ],[2.4496226 0.        1.       ],[-1.3600721  0.5639397  0.       ],[0.94857997 0.7260622  0.        ],[-0.6610084   0.98955125  0.        ],[-1.3393567   0.43020213  0.        ],[-1.1692561  0.6535801  0.       ],[1.7760518  0.00609175 1.        ],[2.065881 0.       1.      ],[-0.95488507  0.70845705  0.        ],[-0.9986829  0.6956457  0.       ],[-1.0655569  0.7071438  0.       ],[1.8539329e+00 1.3127608e-03 1.0000000e+00],[-1.126578    0.65384173  0.        ],[-1.4860039  0.4805831  0.       ],[1.0327841 0.5770382 0.       ],[0.6163045 1.        0.       ],[-0.51225364  0.99078566  0.        ],[1.4098128  0.07753281 0.        ],[-1.0319237  0.6980785  0.       ],[-1.2616758  0.5200234  0.       ],[-0.8753878   0.77902865  0.        ]
48,2,TCGA-LD-A66U-01,[-0.52317965  1.          0.        ],[1.3803278  0.13840587 0.        ],[-1.1433353  1.         0.       ],[-0.45368913  1.          0.        ],[-0.9703689   0.87345755  0.        ],[-1.4507877   0.48652828  0.        ],[-1.0159901  0.9722427  0.       ],[0.9979358  0.55693173 0.        ],[1.5298685  0.07468628 0.        ],[-0.745197  1.        0.      ],[-0.54476756  1.          0.        ],[-0.7266937  1.         0.       ],[1.1287618 0.3502276 0.       ],[-1.0671356  1.         0.       ],[-1.1166543  1.         0.       ],[-0.49278432  1.          0.        ],[0.8252198 0.8269369 0.       ],[-0.39779502  0.9996746   0.        ],[-1.5394053  0.5401391  0.       ],[1.149555   0.41437572 0.        ],[-1.0462029  1.         0.       ],[-0.98066515  0.9504385   0.        ]
48,3,TCGA-AC-A3TM-01,[-0.54292387  1.          0.        ],[2.010776   0.00304878 1.        ],[-0.930547  1.        0.      ],[0.6368977  0.97344655 0.        ],[-0.860323  1.        0.      ],[-1.2054065  0.8461912  0.       ],[-0.9330417  1.         0.       ],[1.2364036  0.28604645 0.        ],[1.9079301e+00 1.5243902e-03 1.0000000e+00],[-1.137402   0.7857545  0.       ],[-0.9338038  1.         0.       ],[-0.8153182  1.         0.       ],[0.94941324 0.84687483 0.        ],[-1.2444574  0.9084275  0.       ],[-1.3930545   0.52832985  0.        ],[-0.34881723  0.9996683   0.        ],[0.7041281 1.        0.       ],[-0.42578608  1.          0.        ],[-0.78786194  1.          0.        ],[-1.3961773  1.         0.       ],[-1.147498   0.8994031  0.       ],[-0.615739  1.        0.      ]
49,2,TCGA-5L-AAT0-01,[-0.48604113  1.          0.        ],[1.9586517e+00 1.0000000e-03 1.0000000e+00],[-1.1843807   0.71484184  0.        ],[-0.48519793  1.          0.        ],[-0.46219692  1.          0.        ],[-1.4162418  0.630773   0.       ],[-0.92746407  0.8770374   0.        ],[1.5385625  0.02787093 1.        ],[1.6367506  0.01773909 1.        ],[-1.5630358   0.42904603  0.        ],[0.90605795 0.8105106  0.        ],[-0.6464949  1.         0.       ],[-1.0316745  0.914199   0.       ],[-1.327902    0.73639125  0.        ],[-1.2194847   0.73752147  0.        ],[-0.41964316  0.9988716   0.        ],[0.7301432 0.9209556 0.       ],[-0.74812436  1.          0.        ],[-1.156503   0.6825079  0.       ],[-1.0179907  0.8486577  0.       ],[-1.3203596  0.5744715  0.       ],[-0.952388    0.90674156  0.        ]
49,3,TCGA-AC-A3W6-01,[0.6437856  0.97442883 0.        ],[2.1544588 0.        1.       ],[-1.4504093   0.75142306  0.        ],[-0.48115736  0.99676484  0.        ],[-0.7480607  1.         0.       ],[-1.3338166   0.64584714  0.        ],[-0.66522264  1.          0.        ],[1.5157356  0.05572621 0.        ],[1.6152922 0.0316832 1.       ],[0.6958266 1.        0.       ],[1.0891547 0.6553231 0.       ],[1.1159267 0.7086413 0.       ],[-1.2842618  0.535391   0.       ],[-0.95832574  0.9131974   0.        ],[1.0809882  0.56671673 0.        ],[0.6505866 1.        0.       ],[0.936901  0.9284634 0.       ],[-0.7796083  1.         0.       ],[0.9152704 0.8757757 0.       ],[-1.1012127  0.8389496  0.       ],[-0.9890397   0.99788743  0.        ],[-0.79860634  1.          0.        ]
50,2,TCGA-AC-A3W5-01,[-0.51261306  0.9950154   0.        ],[2.2775624 0.        1.       ],[-0.8564455  1.         0.       ],[0.64346826 1.         0.        ],[0.36174133 1.         0.        ],[-1.1279889  0.9439818  0.       ],[-0.83983415  1.          0.        ],[1.545509   0.04792284 1.        ],[1.738752   0.00878504 1.        ],[0.7526131 1.        0.       ],[1.2332063  0.44851533 0.        ],[1.1767626 0.5177708 0.       ],[0.53046495 1.         0.        ],[-1.3291887  0.7966873  0.       ],[1.0438833  0.68512994 0.        ],[0.9126429 0.9842425 0.       ],[0.69239825 1.         0.        ],[-0.7126221  1.         0.       ],[1.1502267  0.50278467 0.        ],[1.1295812  0.49902627 0.        ],[-1.0503595  0.8526896  0.       ],[0.95796835 0.9121648  0.        ]
50,3,TCGA-AC-A3W6-01,[0.6437856  0.97442883 0.        ],[2.1544588 0.        1.       ],[-1.4504093   0.75142306  0.        ],[-0.48115736  0.99676484  0.        ],[-0.7480607  1.         0.       ],[-1.3338166   0.64584714  0.        ],[-0.66522264  1.          0.        ],[1.5157356  0.05572621 0.        ],[1.6152922 0.0316832 1.       ],[0.6958266 1.        0.       ],[1.0891547 0.6553231 0.       ],[1.1159267 0.7086413 0.       ],[-1.2842618  0.535391   0.       ],[-0.95832574  0.9131974   0.        ],[1.0809882  0.56671673 0.        ],[0.6505866 1.        0.       ],[0.936901  0.9284634 0.       ],[-0.7796083  1.         0.       ],[0.9152704 0.8757757 0.       ],[-1.1012127  0.8389496  0.       ],[-0.9890397   0.99788743  0.        ],[-0.79860634  1.          0.        ]
51,2,TCGA-PE-A5DD-01,[-0.6968968  1.         0.       ],[2.2693088 0.        1.       ],[-1.3015821  1.         0.       ],[-0.4970402  1.         0.       ],[-0.357942   0.9999375  0.       ],[-1.2513137  1.         0.       ],[-0.9131549  1.         0.       ],[1.8550882  0.00244689 1.        ],[1.7680244  0.00381135 1.        ],[-0.6173881  1.         0.       ],[-0.7802714  1.         0.       ],[-0.6036649  1.         0.       ],[-1.1706076   0.86668247  0.        ],[-1.0931845  0.9702898  0.       ],[-1.345589  1.        0.      ],[0.66184336 0.9687813  0.        ],[-0.40914112  1.          0.        ],[-0.7208074  1.         0.       ],[1.596836   0.00984218 1.        ],[-0.8421168  1.         0.       ],[-1.1908871   0.99163425  0.        ],[-0.524399  1.        0.      ]
51,3,TCGA-AC-A3W6-01,[0.6437856  0.97442883 0.        ],[2.1544588 0.        1.       ],[-1.4504093   0.75142306  0.        ],[-0.48115736  0.99676484  0.        ],[-0.7480607  1.         0.       ],[-1.3338166   0.64584714  0.        ],[-0.66522264  1.          0.        ],[1.5157356  0.05572621 0.        ],[1.6152922 0.0316832 1.       ],[0.6958266 1.        0.       ],[1.0891547 0.6553231 0.       ],[1.1159267 0.7086413 0.       ],[-1.2842618  0.535391   0.       ],[-0.95832574  0.9131974   0.        ],[1.0809882  0.56671673 0.        ],[0.6505866 1.        0.       ],[0.936901  0.9284634 0.       ],[-0.7796083  1.         0.       ],[0.9152704 0.8757757 0.       ],[-1.1012127  0.8389496  0.       ],[-0.9890397   0.99788743  0.        ],[-0.79860634  1.          0.        ]
52,2,TCGA-A2-A0T4-01,[0.6228007 0.9783964 0.       ],[2.5259924 0.        1.       ],[-0.81987166  0.80170465  0.        ],[0.8096343 1.        0.       ],[0.68276656 1.         0.        ],[-0.6355652  0.9309759  0.       ],[-0.914551    0.87852204  0.        ],[1.9752427 0.        1.       ],[1.9741635 0.        1.       ],[-1.2441907  0.8489594  0.       ],[-1.0936196  1.         0.       ],[1.1327938 0.5193519 0.       ],[0.718087 1.       0.      ],[-1.2908624  1.         0.       ],[-0.8333503  0.8925974  0.       ],[0.9851017  0.79304636 0.        ],[1.1727821  0.49063474 0.        ],[0.6338123 1.        0.       ],[1.058349  0.6537634 0.       ],[-1.0011662  1.         0.       ],[-0.9734102  0.9099354  0.       ],[1.3730197  0.16653578 0.        ]
52,3,TCGA-AC-A6IX-01,[0.5801793 1.        0.       ],[2.1333294 0.        1.       ],[-1.3222258  0.6208721  0.       ],[0.47648925 1.         0.        ],[0.38342774 1.         0.        ],[-1.1472843  0.6043588  0.       ],[-0.90894383  0.96342033  0.        ],[1.5570842  0.02951838 1.        ],[1.6697986  0.01140137 1.        ],[-1.1099048   0.55329674  0.        ],[-0.8010501   0.96206677  0.        ],[0.92730206 1.         0.        ],[-0.6503335  1.         0.       ],[-1.3394842  1.         0.       ],[0.9940404 1.        0.       ],[0.58488786 1.         0.        ],[0.89367235 1.         0.        ],[-0.5030515  0.9945367  0.       ],[0.9667956 1.        0.       ],[-1.3079077  0.4354758  0.       ],[-0.81715465  1.          0.        ],[1.0535989 1.        0.       ]
53,2,TCGA-AO-A12E-01,[-0.6659725  0.9395378  0.       ],[2.602187 0.       1.      ],[-1.7957668   0.03822535 -1.        ],[0.79570425 1.         0.        ],[0.88748044 1.         0.        ],[0.4440809  0.99940914 0.        ],[-1.2170424   0.43477955  0.        ],[2.0409393e+00 5.9090910e-04 1.0000000e+00],[2.0223577e+00 8.7542080e-04 1.0000000e+00],[-0.66941273  1.          0.        ],[-1.2004362   0.37541857  0.        ],[0.9784576 0.8138486 0.       ],[0.6584997 1.        0.       ],[-1.6296508   0.09155735  0.        ],[-0.93061244  0.6951605   0.        ],[1.0801944  0.65596414 0.        ],[0.7318909 1.        0.       ],[1.1507914 0.6630837 0.       ],[-1.1388997  0.3953855  0.       ],[1.1506666 0.5313119 0.       ],[-1.2310009  0.5453275  0.       ],[1.0096848 0.8046729 0.       ]
53,3,TCGA-AC-A6IX-01,[0.5801793 1.        0.       ],[2.1333294 0.        1.       ],[-1.3222258  0.6208721  0.       ],[0.47648925 1.         0.        ],[0.38342774 1.         0.        ],[-1.1472843  0.6043588  0.       ],[-0.90894383  0.96342033  0.        ],[1.5570842  0.02951838 1.        ],[1.6697986  0.01140137 1.        ],[-1.1099048   0.55329674  0.        ],[-0.8010501   0.96206677  0.        ],[0.92730206 1.         0.        ],[-0.6503335  1.         0.       ],[-1.3394842  1.         0.       ],[0.9940404 1.        0.       ],[0.58488786 1.         0.        ],[0.89367235 1.         0.        ],[-0.5030515  0.9945367  0.       ],[0.9667956 1.        0.       ],[-1.3079077  0.4354758  0.       ],[-0.81715465  1.          0.        ],[1.0535989 1.        0.       ]
54,2,TCGA-E9-A295-01,[-0.47014502  0.99634224  0.        ],[2.3902385 0.        1.       ],[-0.823939  1.        0.      ],[0.8023872 1.        0.       ],[0.5344279  0.99484557 0.        ],[-0.6817451  1.         0.       ],[-0.8775043  1.         0.       ],[1.9538803 0.        1.       ],[1.9551584 0.        1.       ],[-0.693515  1.        0.      ],[-0.9191742  1.         0.       ],[0.7010374 1.        0.       ],[1.4816598  0.07565298 0.        ],[-0.9908591  1.         0.       ],[-0.9959674  1.         0.       ],[0.57733506 1.         0.        ],[-0.502118  1.        0.      ],[-0.4746391  1.         0.       ],[1.4224496  0.08173107 0.        ],[1.0080712  0.67614514 0.        ],[-1.1432106  1.         0.       ],[1.0943217  0.52747345 0.        ]
54,3,TCGA-AC-A6IX-01,[0.5801793 1.        0.       ],[2.1333294 0.        1.       ],[-1.3222258  0.6208721  0.       ],[0.47648925 1.         0.        ],[0.38342774 1.         0.        ],[-1.1472843  0.6043588  0.       ],[-0.90894383  0.96342033  0.        ],[1.5570842  0.02951838 1.        ],[1.6697986  0.01140137 1.        ],[-1.1099048   0.55329674  0.        ],[-0.8010501   0.96206677  0.        ],[0.92730206 1.         0.        ],[-0.6503335  1.         0.       ],[-1.3394842  1.         0.       ],[0.9940404 1.        0.       ],[0.58488786 1.         0.        ],[0.89367235 1.         0.        ],[-0.5030515  0.9945367  0.       ],[0.9667956 1.        0.       ],[-1.3079077  0.4354758  0.       ],[-0.81715465  1.          0.        ],[1.0535989 1.        0.       ]
